card_id,run_time,feature_cutoff_time,decision_time,history_first_tx_time,history_last_tx_time,history_tx_count_total,history_spend_total,history_quantity_total,history_fraud_tx_count_total,tx_count_1h,spend_1h,quantity_1h,tx_count_24h,spend_24h,quantity_24h,avg_amount_24h,max_amount_24h,tx_count_7d,spend_7d,quantity_7d,avg_amount_7d,tx_count_30d,spend_30d,quantity_30d,avg_amount_30d,max_amount_30d,std_amount_30d,avg_quantity_30d,cross_border_count_24h,cross_border_count_30d,country_change_count_30d,quick_repeat_count_30d,impossible_travel_150_count_30d,impossible_travel_300_count_30d,night_tx_count_30d,weekend_tx_count_30d,magstripe_tx_count_30d,mobile_tx_count_30d,chip_tx_count_30d,max_distance_km_30d,avg_distance_km_30d,avg_gap_minutes_30d,hours_since_first_transaction,minutes_since_last_tx,hours_since_last_cross_border_tx,hours_since_last_fraud_tx,last_tx_amount,last_tx_quantity,last_tx_site_country,last_tx_site_id,last_tx_product_id,last_tx_product_description,last_tx_processing_method,last_tx_cross_border,last_tx_hour_of_day,last_tx_is_weekend,last_tx_is_night,last_tx_gap_minutes,last_tx_distance_km,last_tx_implied_speed_kmh,last_tx_country_change_flag,last_tx_quick_repeat_flag,last_tx_impossible_travel_150_flag,last_tx_impossible_travel_300_flag,cross_border_ratio_24h,cross_border_ratio_30d,night_tx_ratio_30d,weekend_tx_ratio_30d,magstripe_ratio_30d,mobile_ratio_30d,chip_ratio_30d,spend_per_tx_24h,spend_per_tx_30d,tx_count_24h_vs_avg_daily_30d,spend_24h_vs_avg_daily_30d,last_amount_vs_avg_30d,last_quantity_vs_avg_30d,prior_fraud_flag_30d,prior_fraud_flag_ever,target_next_1h,fraud_tx_count_next_1h,first_fraud_time_next_1h,fraud_amount_next_1h,minutes_to_first_fraud_next_1h,has_prior_cross_border,has_last_tx_geo,has_gap_history,has_distance_history_30d,has_prior_fraud
C10000000,2025-08-09 09:30:00,2025-08-09 08:30:00,2025-08-09 09:33:00,2025-06-29 19:07:44.571,2025-08-09 08:08:24.589,11,1028.77,622.97,0,0,0.0,0.0,1,112.61,70.62,112.61,112.61,3,272.82,169.82,90.94,8,802.35,487.53999999999996,100.29375,149.7,32.687616238525905,60.942499999999995,0,3,4,0,0,0,1,3,0,0,8,235.34434157049714,123.25747844433653,5856.787499999999,974.3709525,81.59018333333333,231.6961425,-1.0,112.61,70.62,FR,S1034,1,diesel,chip,0,8,1,0,5714.533333333334,0.0,0.0,0,0,0,0,0.0,0.375,0.125,0.375,0.0,0.0,1.0,112.61,100.29375,3.75,4.210506636754533,1.122801769801209,1.1587972268942037,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-08-14 06:30:00,2025-08-14 05:30:00,2025-08-14 06:33:00,2025-06-29 19:07:44.571,2025-08-14 04:43:45.165,12,1160.32,701.85,0,0,0.0,0.0,1,131.55,78.88,131.55,131.55,2,244.16000000000003,149.5,122.08000000000001,7,726.3600000000001,444.23,103.76571428571431,149.7,32.43594860497781,63.46142857142858,0,2,2,0,0,0,2,3,0,0,7,235.34434157049714,84.70657465955014,6351.997619047618,1091.3709525,106.24725,348.69614249999995,-1.0,131.55,78.88,FR,S1105,1,diesel,chip,0,4,0,1,6995.35,31.32917749747745,0.26871431019872444,0,0,0,0,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.0,1.0,131.55,103.76571428571431,4.285714285714286,5.433256236576904,1.2677597885346108,1.242959728068793,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-08-16 19:30:00,2025-08-16 18:30:00,2025-08-16 19:33:00,2025-06-29 19:07:44.571,2025-08-16 18:18:24.803,13,1309.44,792.1800000000001,0,0,0.0,0.0,1,149.12,90.33,149.12,149.12,2,280.67,169.20999999999998,140.335,8,875.48,534.56,109.435,149.7,34.04289185298872,66.82,0,2,2,0,0,0,2,4,0,0,8,235.34434157049714,74.11825282710637,6019.829166666666,1152.3709525,71.58661666666667,409.69614249999995,-1.0,149.12,90.33,FR,S1105,1,diesel,chip,0,18,1,0,3694.65,0.0,0.0,0,0,0,0,0.0,0.25,0.25,0.5,0.0,0.0,1.0,149.12,109.435,3.75,5.109882578699685,1.362635354319916,1.3518407662376535,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-08-22 14:30:00,2025-08-22 13:30:00,2025-08-22 14:33:00,2025-06-29 19:07:44.571,2025-08-22 13:24:40.950,14,1426.92,865.4100000000001,0,0,0.0,0.0,1,117.48,73.23,117.48,117.48,2,266.6,163.56,133.3,8,878.56,539.99,109.82,149.7,34.12438256898263,67.49875,1,3,3,0,0,0,2,4,0,0,8,235.34434157049714,96.72809103814654,6291.1125,1291.3709525,65.31750000000001,1.088625,-1.0,117.48,73.23,LU,S1017,1,diesel,chip,1,13,0,0,8346.266666666666,180.8787056883214,1.3003086020056012,1,0,0,0,1.0,0.375,0.25,0.5,0.0,0.0,1.0,117.48,109.82,3.75,4.011564378073211,1.069750500819523,1.0849089797959222,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-08-28 14:30:00,2025-08-28 13:30:00,2025-08-28 14:33:00,2025-06-29 19:07:44.571,2025-08-28 12:39:03.916,15,1482.19,898.1500000000001,0,0,0.0,0.0,1,55.27,32.74,55.27,55.27,2,172.75,105.97,86.375,8,784.1300000000001,480.5899999999999,98.01625000000001,149.12,34.68629698042565,60.07374999999999,0,2,3,0,0,0,1,3,0,0,8,232.3932832778533,92.22921837804587,5867.183333333333,1435.3709525,110.93473333333333,145.088625,-1.0,55.27,32.74,FR,S1143,1,diesel,chip,0,12,0,0,8594.383333333333,199.3533602896917,1.3917463479886867,1,0,0,0,0.0,0.25,0.125,0.375,0.0,0.0,1.0,55.27,98.01625000000001,3.75,2.1145728386874625,0.5638860903166566,0.5449967747976446,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-08-31 14:30:00,2025-08-31 13:30:00,2025-08-31 14:33:00,2025-06-29 19:07:44.571,2025-08-31 13:07:40.518,16,1625.63,987.5,0,0,0.0,0.0,1,143.44,89.35,143.44,143.44,2,198.71,122.09,99.355,8,869.6800000000001,534.3499999999999,108.71000000000001,149.12,33.72223768206544,66.79374999999999,0,1,3,0,0,0,1,4,0,0,8,232.3932832778533,105.81296454505731,5724.93125,1507.3709525,82.32469999999999,217.088625,-1.0,143.44,89.35,FR,S1139,1,diesel,chip,0,13,1,0,4348.616666666667,156.96531760701734,2.165727581511601,0,0,0,0,0.0,0.125,0.125,0.5,0.0,0.0,1.0,143.44,108.71000000000001,3.75,4.948026860454419,1.3194738294545119,1.3377000093571632,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-09-03 22:30:00,2025-09-03 21:30:00,2025-09-03 22:33:00,2025-06-29 19:07:44.571,2025-09-03 21:06:08.782,17,1673.9,1016.44,0,0,0.0,0.0,1,48.27,28.94,48.27,48.27,3,246.98000000000002,151.03,82.32666666666667,8,835.1,512.31,104.3875,149.12,39.27032167280674,64.03875,0,1,2,0,0,0,1,3,0,0,8,199.3533602896917,96.38446883620281,5790.425,1587.3709525,83.85363333333333,297.08862500000004,-1.0,48.27,28.94,FR,S1143,1,diesel,chip,0,21,0,0,4798.466666666666,156.96531760701734,1.9626934416037847,0,0,0,0,0.0,0.125,0.125,0.375,0.0,0.0,1.0,48.27,104.3875,3.75,1.7340438270865766,0.46241168722308706,0.45191388026780666,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-09-07 17:30:00,2025-09-07 16:30:00,2025-09-07 17:33:00,2025-06-29 19:07:44.571,2025-09-07 15:41:19.869,18,1803.0700000000002,1094.21,0,0,0.0,0.0,1,129.17,77.77,129.17,129.17,2,177.44,106.71,88.72,8,886.9100000000001,541.86,110.86375000000001,149.12,38.439672935095885,67.7325,1,2,3,0,0,0,1,4,0,0,8,794.428085889488,189.98999557237664,5990.931250000001,1678.3709525,108.66885,1.8111475000000001,-1.0,129.17,77.77,GB,S1074,1,diesel,chip,1,15,1,0,5435.183333333333,794.428085889488,8.769839438725333,1,0,0,0,1.0,0.25,0.125,0.5,0.0,0.0,1.0,129.17,110.86375000000001,3.75,4.3692144636998105,1.1651238569866162,1.1481932602517255,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-09-14 23:30:00,2025-09-14 22:30:00,2025-09-14 23:33:00,2025-06-29 19:07:44.571,2025-09-14 21:46:20.406,19,1887.63,1145.16,0,0,0.0,0.0,1,84.56,50.95,84.56,84.56,1,84.56,50.95,84.56,7,727.31,443.30999999999995,103.90142857142857,149.12,41.36193637817723,63.32999999999999,0,2,4,0,0,0,0,4,0,0,7,794.428085889488,326.14555328157485,6523.22619047619,1852.3709525,103.65990000000001,175.8111475,-1.0,84.56,50.95,FR,S1143,1,diesel,chip,0,21,1,0,10445.016666666666,794.428085889488,4.563485791792508,1,0,0,0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,1.0,84.56,103.90142857142857,4.285714285714286,3.4879212440362433,0.8138482902751234,0.8045160271593244,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-09-17 19:30:00,2025-09-17 18:30:00,2025-09-17 19:33:00,2025-06-29 19:07:44.571,2025-09-17 18:18:13.785,20,1999.49,1211.88,0,0,0.0,0.0,1,111.86,66.72,111.86,111.86,2,196.42000000000002,117.67,98.21000000000001,7,690.0500000000001,419.69999999999993,98.57857142857144,143.44,36.708647223132324,59.95714285714285,0,2,4,0,0,0,0,3,0,0,7,794.428085889488,326.14555328157485,6582.830952380952,1920.3709525,71.77025,243.8111475,-1.0,111.86,66.72,FR,S1143,1,diesel,chip,0,18,0,0,4111.883333333333,0.0,0.0,0,0,0,0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,1.0,111.86,98.57857142857144,4.285714285714286,4.863125860444895,1.1347293674371421,1.1127948534667622,0,0,0,0,,0.0,,1,1,1,1,0
C10000000,2025-09-20 14:30:00,2025-09-20 13:30:00,2025-09-20 14:33:00,2025-06-29 19:07:44.571,2025-09-20 12:32:31.686,21,2108.25,1278.99,0,0,0.0,0.0,1,108.76,67.11,108.76,108.76,3,305.18,184.78,101.72666666666667,8,798.8100000000001,486.80999999999995,99.85125000000001,143.44,34.175706675732606,60.85124999999999,0,2,4,0,0,0,0,4,0,0,8,794.428085889488,288.0927384234566,6256.764583333334,1987.3709525,117.4719,310.8111475,-1.0,108.76,67.11,FR,S1105,1,diesel,chip,0,12,1,0,3974.3,21.72303441662871,0.3279526117801179,0,0,0,0,0.0,0.25,0.0,0.5,0.0,0.0,1.0,108.76,99.85125000000001,3.75,4.084575806512187,1.0892202150699164,1.1028532692426205,0,0,0,0,,0.0,,1,1,1,1,0
C10000001,2025-03-14 18:30:00,2025-03-14 17:30:00,2025-03-14 18:33:00,2025-03-14 17:20:15.612,2025-03-14 17:20:15.612,1,96.94,58.5,0,0,0.0,0.0,1,96.94,58.5,96.94,96.94,1,96.94,58.5,96.94,1,96.94,58.5,96.94,96.94,0.0,58.5,0,0,0,0,0,0,0,0,0,0,1,-1.0,-1.0,-1.0,1.16233,69.7398,-1.0,-1.0,96.94,58.5,LU,S1051,1,diesel,chip,0,17,0,0,-1.0,-1.0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.94,96.94,30.0,30.0,1.0,1.0,0,0,0,0,,0.0,,0,0,0,0,0
C10000001,2025-03-16 14:30:00,2025-03-16 13:30:00,2025-03-16 14:33:00,2025-03-14 17:20:15.612,2025-03-16 12:49:46.917,2,222.34,130.95,0,0,0.0,0.0,1,125.4,72.45,125.4,125.4,2,222.34,130.95,111.17,2,222.34,130.95,111.17,125.4,20.124258992569146,65.475,0,0,0,0,0,0,0,1,0,0,2,67.03249043760492,67.03249043760492,2609.516666666667,45.162330000000004,100.21804999999999,-1.0,-1.0,125.4,72.45,LU,S1061,1,diesel,chip,0,12,1,0,2609.516666666667,67.03249043760492,1.5412622105969669,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,125.4,111.17,15.0,16.920032382837096,1.1280021588558065,1.1065292096219932,0,0,0,0,,0.0,,0,1,1,1,0
C10000001,2025-03-18 12:30:00,2025-03-18 11:30:00,2025-03-18 12:33:00,2025-03-14 17:20:15.612,2025-03-18 10:51:37.211,3,310.76,185.31,0,0,0.0,0.0,1,88.42,54.36,88.42,88.42,3,310.76,185.31,103.58666666666666,3,310.76,185.31,103.58666666666666,125.4,19.365271320932568,61.77,0,0,0,0,0,0,0,1,0,0,3,67.03249043760492,47.51339187073598,2685.6833333333334,91.16233,98.37981666666666,-1.0,-1.0,88.42,54.36,LU,S1017,1,diesel,chip,0,10,0,0,2761.85,27.99429330386704,0.6081639474381383,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,88.42,103.58666666666666,10.0,8.535847599433646,0.8535847599433647,0.8800388538125303,0,0,0,0,,0.0,,0,1,1,1,0
C10000001,2025-03-23 21:30:00,2025-03-23 20:30:00,2025-03-23 21:33:00,2025-03-14 17:20:15.612,2025-03-23 19:46:39.623,4,450.4,270.51,0,0,0.0,0.0,1,139.64,85.2,139.64,139.64,2,228.06,139.56,114.03,4,450.4,270.51,112.6,139.64,23.97852928489707,67.6275,0,0,0,0,0,0,0,2,0,0,4,67.03249043760492,31.675594580490653,4368.8,220.16233,103.33961666666667,-1.0,-1.0,139.64,85.2,LU,S1017,1,diesel,chip,0,19,1,0,7735.033333333334,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,139.64,112.6,7.5,9.301065719360569,1.2401420959147424,1.2598425196850394,0,0,0,0,,0.0,,0,1,1,1,0
C10000001,2025-03-27 12:30:00,2025-03-27 11:30:00,2025-03-27 12:33:00,2025-03-14 17:20:15.612,2025-03-27 11:07:38.482,5,540.38,326.61,0,0,0.0,0.0,1,89.98,56.1,89.98,89.98,2,229.62,141.3,114.81,5,540.38,326.61,108.076,139.64,23.098923784453678,65.322,0,0,0,0,0,0,0,2,0,0,5,67.03249043760492,23.75669593536799,4586.845833333334,307.16233,82.35863333333333,-1.0,-1.0,89.98,56.1,LU,S1017,1,diesel,chip,0,11,0,0,5240.983333333334,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,89.98,108.076,6.0,4.995373625966912,0.8325622709944854,0.8588224487921374,0,0,0,0,,0.0,,0,1,1,1,0
C10000001,2025-03-30 14:30:00,2025-03-30 13:30:00,2025-03-30 14:33:00,2025-03-14 17:20:15.612,2025-03-30 12:36:00.609,6,618.19,374.57,0,0,0.0,0.0,1,77.81,47.96,77.81,77.81,3,307.43,189.26000000000002,102.47666666666667,6,618.19,374.57,103.03166666666668,139.64,24.07322198349582,62.428333333333335,1,1,1,0,0,0,0,3,0,0,6,186.7883297601597,56.36302270032634,4551.15,381.16233,113.98984999999999,1.8998308333333331,-1.0,77.81,47.96,BE,S1030,1,diesel,chip,1,12,1,0,4408.366666666667,186.7883297601597,2.542279404830871,1,0,0,0,1.0,0.16666666666666666,0.0,0.5,0.0,0.0,1.0,77.81,103.03166666666668,5.0,3.77602355262945,0.75520471052589,0.7682409162506341,0,0,0,0,,0.0,,1,1,1,1,0
C10000001,2025-04-02 22:30:00,2025-04-02 21:30:00,2025-04-02 22:33:00,2025-03-14 17:20:15.612,2025-04-02 20:30:42.351,7,739.73,447.96,0,0,0.0,0.0,1,121.54,73.39,121.54,121.54,3,289.33000000000004,177.45,96.44333333333334,7,739.73,447.96,105.67571428571429,139.64,23.062312587959642,63.99428571428571,0,1,2,0,0,0,0,3,0,0,7,186.7883297601597,78.10057387696524,4591.741666666667,461.16233,119.29415,81.89983083333334,-1.0,121.54,73.39,LU,S1017,1,diesel,chip,0,20,0,0,4794.7,186.7883297601597,2.337435039858507,1,0,0,0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,1.0,121.54,105.67571428571429,4.285714285714286,4.929095751152448,1.150122341935571,1.1468211447450667,0,0,0,0,,0.0,,1,1,1,1,0
C10000001,2025-04-13 21:30:00,2025-04-13 20:30:00,2025-04-13 21:33:00,2025-03-14 17:20:15.612,2025-04-13 19:41:36.770,8,746.36,455.81,0,0,0.0,0.0,1,6.63,7.85,6.63,6.63,1,6.63,7.85,6.63,7,649.42,397.31,92.77428571428571,139.64,44.271575477252846,56.75857142857143,0,1,2,0,0,0,0,4,0,0,7,186.7883297601597,71.12181112000432,6191.621428571429,724.16233,108.38716666666666,344.89983083333334,-1.0,6.63,7.85,LU,S1159,5,adblue,chip,0,19,1,0,15790.9,29.249234578238863,0.11113705201694214,0,0,0,0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,1.0,6.63,92.77428571428571,4.285714285714286,0.30627329001262665,0.07146376766961289,0.13830510180967,0,0,0,0,,0.0,,1,1,1,1,0
C10000001,2025-04-15 12:30:00,2025-04-15 11:30:00,2025-04-15 12:33:00,2025-03-14 17:20:15.612,2025-04-15 10:41:44.302,9,899.13,546.54,0,0,0.0,0.0,1,152.77,90.73,152.77,152.77,2,159.4,98.58,79.7,8,802.19,488.04,100.27375,152.77,46.150970253691774,61.005,0,1,2,0,0,0,0,4,0,0,8,186.7883297601597,68.84087061551327,5710.185416666666,763.16233,108.26163333333334,383.89983083333334,-1.0,152.77,90.73,LU,S1061,1,diesel,chip,0,10,0,0,2340.133333333333,52.874287084075846,1.3556737045088103,0,0,0,0,0.0,0.125,0.0,0.5,0.0,0.0,1.0,152.77,100.27375,3.75,5.7132350191351176,1.5235293384360313,1.4872551430210639,0,0,0,0,,0.0,,1,1,1,1,0
